﻿﻿Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260626_154623/sp001-0011_fix.mp4,sp001-0011_fix.mp4,"Bộ thể thao nữ 2 lớp","Bộ thể thao nữ 2 lớp, quần có túi tiện lợi, co giãn #xuhuong #thoitrangnu #setthethao","2026/06/27 16:45","ERROR",1
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260626_154623/sp001-0012_fix.mp4,sp001-0012_fix.mp4,"Bộ thể thao nữ 2 lớp","Bộ thể thao nữ 2 lớp, quần có túi tiện lợi, co giãn #xuhuong #thoitrangnu #setthethao","2026/06/27 17:30","ERROR",2
