﻿﻿Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_232614/sp006-0003_fix.mp4,sp006-0003_fix.mp4,"Combo 2 Bộ Pijama Nữ","Combo 2 Bộ Pijama Nữ – Mặc Mát, Xinh #donguxinh #thoitrangnu #dongunu","2026/06/21 00:26","ERROR",1
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_232614/sp006-0004_fix.mp4,sp006-0004_fix.mp4,"Combo 2 Bộ Pijama Nữ","Combo 2 Bộ Pijama Nữ – Mặc Mát, Xinh #donguxinh #thoitrangnu #dongunu","2026/06/21 01:11","ERROR",2
