Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_144101/sp010-0001_fix.mp4,sp010-0001_fix.mp4,"Áo sơ mi đũi cổ tim phối ren","Áo sơ mi đũi cổ tim phối ren, style Hàn Quốc, dáng babydoll #thoitrangnu #xuhuong","2026/06/21 15:40",PENDING,3
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_144101/sp010-0002_fix.mp4,sp010-0002_fix.mp4,"Áo sơ mi đũi cổ tim phối ren","Áo sơ mi đũi cổ tim phối ren, style Hàn Quốc, dáng babydoll #thoitrangnu #xuhuong","2026/06/21 16:25",PENDING,4
