﻿﻿Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_211059/sp007-0003_cutted_fix.mp4,sp007-0003_cutted_fix.mp4,"Set Đồ Nữ Cami 2 Dây","Set Đồ Nữ Cami 2 Dây [ CÓ MÚT VÀ KHÔNG MÚT ] + Quần Short Kẻ Sọc #thoitrangnu #ao2day #xuhuong","2026/06/19 00:24","SUCCESS",6
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_211059/sp010-0003_fix.mp4,sp010-0003_fix.mp4,"Áo sơ mi đũi cổ tim phối ren","Áo sơ mi đũi cổ tim phối ren, style Hàn Quốc, dáng babydoll #thoitrangnu #xuhuong","2026/06/19 04:09","SUCCESS",11
