﻿﻿Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_153132/sp008-0002_auto_002_cutted_fix.mp4,sp008-0002_auto_002_cutted_fix.mp4,"Bộ quần áo nữ họa tiết chữ","Bộ quần áo nữ, họa tiết chữ, chất liệu cotton, mát, co giãn #thoitrangnu #xuhuong","2026/06/21 16:31","SUCCESS",1
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_153132/sp008-0001_auto_001_cutted_fix.mp4,sp008-0001_auto_001_cutted_fix.mp4,"Bộ quần áo nữ họa tiết chữ","Bộ quần áo nữ, họa tiết chữ, chất liệu cotton, mát, co giãn #thoitrangnu #xuhuong","2026/06/21 17:16","SUCCESS",2
