﻿﻿Video_Path,Video_Name,Product_Name,Caption,Scheduled_Time,Status,Video_ID
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_151255/sp009-0002_auto_002_cutted_fix.mp4,sp009-0002_auto_002_cutted_fix.mp4,"Áo 2 dây thắt eo","CÓ MÚT, KHÔNG MÚT, Áo 2 dây, thắt eo, siêu tôn dáng #thoitrangnu #ao2day #xuhuong","2026/06/20 16:12","SUCCESS",1
/Users/thanhvhv/personal/tool/site/push-video/videos/BATCH_20260618_151255/sp009-0001_auto_001_cutted_fix.mp4,sp009-0001_auto_001_cutted_fix.mp4,"Áo 2 dây thắt eo","CÓ MÚT, KHÔNG MÚT, Áo 2 dây, thắt eo, siêu tôn dáng #thoitrangnu #ao2day #xuhuong","2026/06/20 16:57","SUCCESS",2
